student_id,name,course,attendance,previous_score,study_hours,grade_percent,grade_letter,pass_fail,predicted_pass_fail,predicted_is_weak
STD105364,Anjali Menon,BTech - ECE,80.0,53.4,0.0,46.0,F,Fail,Fail,1
STD105380,Anjali Reddy,BTech - CSE,58.9,80.1,2.9,47.0,F,Fail,Fail,1
STD105383,Jahnavi Chopra,BTech - ECE,79.0,63.4,1.3,40.0,F,Fail,Fail,1
STD105384,Pooja Rao,BSc - Chemistry,63.2,86.4,1.3,47.0,F,Fail,Fail,1
STD105386,Rahul Mishra,BCA - Cyber Security,53.5,57.8,0.0,58.0,F,Fail,Fail,1
STD105387,Ritika Sharma,BTech - IT,84.9,85.0,5.0,45.0,F,Fail,Fail,1
STD105389,Karthik Rao,BBA - Finance,57.5,68.4,3.0,72.0,F,Fail,Fail,1
STD105394,Ananya Naidu,BCA - Data Science,80.1,63.2,0.6,40.0,F,Fail,Fail,1
STD105400,Kiran Mishra,BTech - IT,79.7,69.7,0.3,41.0,F,Fail,Fail,1
STD105412,Aarav Nair,BTech - CSE,73.3,68.6,3.2,47.0,F,Fail,Fail,1
STD105418,Vikram Patel,BSc - Computer Science,74.5,75.9,2.6,48.0,F,Fail,Fail,1
STD105423,Arjun Bose,BTech - ECE,58.7,57.7,0.0,74.0,F,Fail,Fail,1
STD105433,Sneha Das,BTech - ECE,65.9,80.1,3.3,53.0,F,Fail,Fail,1
STD105445,Sahil Menon,BTech - IT,47.8,63.4,1.4,47.0,F,Fail,Fail,1
STD105448,Jahnavi Sharma,BTech - Civil,63.8,72.5,3.8,43.0,F,Fail,Fail,1
STD105457,Amit Chopra,BTech - Mechanical,47.5,97.2,1.2,53.0,F,Fail,Fail,1
STD105462,Amrita Nair,BTech - IT,100.0,70.5,2.3,40.0,F,Fail,Fail,1
STD105466,Anjali Jain,BTech - ECE,51.0,72.2,2.3,62.0,F,Fail,Fail,1
STD105478,Vivaan Rao,BCA - Cyber Security,52.4,96.1,3.0,99.0,F,Fail,Fail,1
STD105488,Arjun Shetty,BCA - Cyber Security,67.6,80.4,2.0,40.0,F,Fail,Fail,1
STD105490,Yash Nair,BSc - Computer Science,75.5,64.9,3.7,41.0,F,Fail,Fail,1
STD105515,Sneha Patel,BTech - Civil,72.5,98.1,4.3,49.0,F,Fail,Fail,1
STD105530,Amrita Rao,BTech - Mechanical,98.7,55.0,3.0,41.0,F,Fail,Fail,1
STD105539,Aarav Iyer,BTech - IT,68.3,64.8,2.3,50.0,F,Fail,Fail,1
STD105540,Rohan Reddy,BBA - Finance,67.9,78.8,3.5,45.0,F,Fail,Fail,1
STD105554,Ananya Menon,BA - Psychology,52.7,52.1,2.4,56.0,F,Fail,Fail,1
STD105618,Amrita Gupta,BTech - Civil,73.8,63.1,3.1,48.0,F,Fail,Fail,1
STD105654,Ananya Verma,BCA - Data Science,60.9,81.9,1.4,45.0,F,Fail,Fail,1
STD105691,Ananya Patel,BTech - EEE,48.6,51.2,1.4,88.0,F,Fail,Fail,1
STD105692,Vikram Reddy,BCA - Software Engineering,93.8,82.7,4.7,41.0,F,Fail,Fail,1
STD105710,Sana Nair,BCA - Software Engineering,73.8,70.1,0.8,48.0,F,Fail,Fail,1
STD105720,Rahul Reddy,BSc - Biology,94.7,64.5,1.9,42.0,F,Fail,Fail,1
STD105727,Diya Sharma,BSc - Mathematics,57.4,95.1,2.5,78.0,F,Fail,Fail,1
STD105740,Kiran Reddy,BTech - ECE,72.5,78.8,1.1,51.0,F,Fail,Fail,1
STD105751,Jahnavi Verma,BTech - CSE,58.2,71.6,3.2,81.0,F,Fail,Fail,1
STD105766,Neha Naidu,BTech - Mechanical,100.0,75.9,2.0,43.0,F,Fail,Fail,1
STD105769,Jahnavi Verma,BTech - ECE,58.3,55.3,3.7,60.0,F,Fail,Fail,1
STD105771,Sahil Verma,BSc - Computer Science,67.6,80.5,2.9,53.0,F,Fail,Fail,1
STD105781,Aarav Naidu,BSc - Mathematics,58.1,57.7,2.0,62.0,F,Fail,Fail,1
STD105797,Harsh Shetty,BTech - Civil,59.0,100.0,2.1,88.0,F,Fail,Fail,1
STD105802,Varun Menon,BSc - Physics,56.3,64.0,3.8,66.0,F,Fail,Fail,1
STD105804,Sana Shetty,BTech - EEE,82.3,54.6,0.2,41.0,F,Fail,Fail,1
STD105820,Yash Menon,BSc - Chemistry,54.9,79.1,3.0,48.0,F,Fail,Fail,1
STD105833,Anjali Rathod,BSc - Computer Science,66.3,78.9,1.7,54.0,F,Fail,Fail,1
STD105836,Priya Jain,BTech - Mechanical,72.1,65.9,2.4,41.0,F,Fail,Fail,1
STD105840,Vikram Shetty,BA - English Literature,98.4,72.5,1.5,42.0,F,Fail,Fail,1
STD105847,Ananya Patel,BCA - Data Science,56.0,85.3,4.4,79.0,F,Fail,Fail,1
STD105848,Aarav Sharma,BA - English Literature,80.2,41.1,4.3,43.0,F,Fail,Fail,1
STD105852,Vikram Naidu,BSc - Computer Science,89.1,61.4,1.5,43.0,F,Fail,Fail,1
STD105855,Kiran Mishra,BTech - ECE,67.2,60.3,3.5,51.0,F,Fail,Fail,1
STD105862,Amit Nair,BTech - ECE,66.4,100.0,2.0,44.0,F,Fail,Fail,1
STD105880,Sneha Singh,BSc - Physics,55.9,65.3,3.5,49.0,F,Fail,Fail,1
STD105886,Kiran Gupta,BA - Psychology,83.0,71.3,4.1,41.0,F,Fail,Fail,1
STD105890,Kiran Patel,BA - Economics,71.7,71.0,1.7,45.0,F,Fail,Fail,1
STD105918,Meera Singh,BCA - Data Science,77.4,63.1,0.0,40.0,F,Fail,Fail,1
STD105939,Diya Rathod,BSc - Chemistry,68.2,92.2,0.6,51.0,F,Fail,Fail,1
STD105944,Isha Rao,BTech - Civil,58.2,88.1,1.3,91.0,F,Fail,Fail,1
STD105946,Harsh Reddy,BBA - Finance,72.3,79.4,4.5,43.0,F,Fail,Fail,1
STD105954,Vivaan Nair,BCA - Software Engineering,75.7,93.5,3.4,40.0,F,Fail,Fail,1
STD105957,Diya Patel,BSc - Mathematics,53.7,73.7,1.3,87.0,F,Fail,Fail,1
STD105964,Vivaan Shetty,BBA - Marketing,58.2,72.6,4.5,78.0,F,Fail,Fail,1
STD105971,Ritika Reddy,BTech - ECE,48.8,75.5,3.2,59.0,F,Fail,Fail,1
STD105981,Neha Gupta,BTech - Mechanical,67.4,66.7,2.4,44.0,F,Fail,Fail,1
STD105988,Raghav Shetty,BTech - IT,81.1,90.0,1.4,42.0,F,Fail,Fail,1
STD105995,Rahul Sharma,BTech - CSE,90.7,69.5,3.9,42.0,F,Fail,Fail,1
STD105998,Harsh Sharma,BTech - EEE,59.8,63.8,3.7,81.0,F,Fail,Fail,1
STD106007,Arjun Rathod,BTech - CSE,84.3,77.9,3.3,45.0,F,Fail,Fail,1
STD106021,Meera Khan,BTech - CSE,79.6,89.2,1.7,44.0,F,Fail,Fail,1
STD106033,Pooja Das,BSc - Computer Science,47.3,69.4,0.1,63.0,F,Fail,Fail,1
STD106052,Isha Jain,BSc - Chemistry,64.9,65.9,1.8,48.0,F,Fail,Fail,1
STD106058,Meera Rathod,BBA - Finance,86.9,100.0,2.1,42.0,F,Fail,Fail,1
STD106074,Amit Iyer,BTech - CSE,59.1,73.1,0.0,40.0,F,Fail,Fail,1
STD106086,Arjun Iyer,BSc - Computer Science,82.9,61.6,1.9,40.0,F,Fail,Fail,1
STD106088,Neha Jain,BBA - Marketing,68.4,75.4,1.2,41.0,F,Fail,Fail,1
STD106092,Aditya Das,BTech - Civil,53.7,68.7,1.7,89.0,F,Fail,Fail,1
STD106093,Aditya Shetty,BSc - Biology,57.8,34.3,0.7,51.0,F,Fail,Fail,1
STD106106,Arjun Jain,BSc - Chemistry,77.1,46.8,0.0,41.0,F,Fail,Fail,1
STD106117,Amrita Chopra,BSc - Mathematics,76.0,58.4,1.4,42.0,F,Fail,Fail,1
STD106118,Ananya Yadav,BTech - ECE,49.8,82.0,3.0,86.0,F,Fail,Fail,1
STD106125,Rohan Naidu,BSc - Computer Science,53.7,79.5,5.9,89.0,F,Fail,Fail,1
STD106131,Karthik Patel,BTech - ECE,72.1,64.5,3.5,45.0,F,Fail,Fail,1
STD106135,Sana Shetty,BSc - Mathematics,63.0,74.6,1.9,52.0,F,Fail,Fail,1
STD106146,Diya Menon,BSc - Mathematics,99.9,90.3,2.4,40.0,F,Fail,Fail,1
STD106193,Aarav Khan,BSc - Biology,99.6,84.6,3.6,44.0,F,Fail,Fail,1
STD106196,Sana Mishra,BA - Economics,79.4,68.6,2.6,42.0,F,Fail,Fail,1
STD106210,Arjun Naidu,BTech - Civil,74.5,47.5,4.5,42.0,F,Fail,Fail,1
STD106213,Arjun Nair,BCA - Cyber Security,55.0,74.8,3.0,57.0,F,Fail,Fail,1
STD106221,Isha Das,BTech - CSE,68.0,53.2,2.1,53.0,F,Fail,Fail,1
STD106222,Amrita Rao,BBA - Marketing,75.1,55.4,1.7,41.0,F,Fail,Fail,1
STD106223,Jahnavi Iyer,BSc - Biology,56.8,52.5,2.0,83.0,F,Fail,Fail,1
STD106238,Rahul Naidu,BSc - Computer Science,70.0,67.2,0.9,41.0,F,Fail,Fail,1
STD106247,Jahnavi Khan,BTech - IT,83.0,68.1,3.1,41.0,F,Fail,Fail,1
STD106248,Varun Mishra,BTech - ECE,55.6,82.3,1.3,97.0,F,Fail,Fail,1
STD106249,Sneha Rathod,BTech - ECE,62.7,62.1,1.6,46.0,F,Fail,Fail,1
STD106251,Amit Gupta,BTech - IT,76.1,98.2,3.4,49.0,F,Fail,Fail,1
STD106271,Pooja Khan,BTech - ECE,79.2,45.7,1.6,44.0,F,Fail,Fail,1
STD106273,Varun Nair,BTech - ECE,56.6,63.0,0.7,50.0,F,Fail,Fail,1
STD106283,Isha Yadav,BCA - Cyber Security,55.2,67.1,0.1,69.0,F,Fail,Fail,1
STD106292,Harsh Patel,BTech - CSE,87.0,91.6,1.5,43.0,F,Fail,Fail,1
STD106312,Aditya Chopra,BSc - Mathematics,86.7,80.3,4.5,45.0,F,Fail,Fail,1
STD106323,Priya Shetty,BSc - Mathematics,79.7,86.7,4.4,44.0,F,Fail,Fail,1
STD106339,Anjali Menon,BSc - Computer Science,70.3,94.8,3.8,50.0,F,Fail,Fail,1
STD106344,Varun Chopra,BSc - Physics,56.3,81.0,3.4,55.0,F,Fail,Fail,1
STD106349,Sneha Chopra,BTech - EEE,58.7,76.5,3.1,46.0,F,Fail,Fail,1
STD106350,Diya Mishra,BSc - Computer Science,64.0,77.0,1.4,43.0,F,Fail,Fail,1
STD106353,Vikram Gupta,BTech - CSE,58.3,62.5,3.1,83.0,F,Fail,Fail,1
STD106360,Priya Jain,BTech - EEE,49.9,76.0,1.6,92.0,F,Fail,Fail,1
STD106371,Rohan Patel,BA - Economics,69.7,91.2,2.6,49.0,F,Fail,Fail,1
STD106372,Vikram Singh,BCA - Cyber Security,51.1,50.5,1.8,61.0,F,Fail,Fail,1
STD106376,Varun Reddy,BSc - Chemistry,58.5,65.7,4.9,79.0,F,Fail,Fail,1
STD106403,Sneha Jain,BTech - ECE,85.1,100.0,1.9,45.0,F,Fail,Fail,1
STD106434,Pooja Verma,BTech - EEE,87.8,70.3,1.7,41.0,F,Fail,Fail,1
STD106443,Vikram Rao,BTech - ECE,77.8,64.5,2.3,41.0,F,Fail,Fail,1
STD106458,Amit Mishra,BBA - Finance,100.0,74.5,3.8,44.0,F,Fail,Fail,1
STD106465,Raghav Yadav,BBA - Finance,68.2,74.7,0.0,51.0,F,Fail,Fail,1
STD106468,Vikram Menon,BSc - Biology,63.4,70.8,1.0,40.0,F,Fail,Fail,1
STD106472,Yash Naidu,BCA - Software Engineering,54.8,100.0,4.3,79.0,F,Fail,Fail,1
STD106480,Isha Naidu,BTech - ECE,57.8,78.1,0.0,83.0,F,Fail,Fail,1
STD106487,Amit Reddy,BBA - Human Resource,80.1,53.2,0.0,46.0,F,Fail,Fail,1
STD106505,Priya Das,BTech - Mechanical,94.3,48.4,1.7,40.0,F,Fail,Fail,1
STD106516,Aditya Shetty,BSc - Computer Science,56.8,46.3,4.1,50.0,F,Fail,Fail,1
STD106525,Anjali Singh,BTech - ECE,56.0,70.6,3.7,100.0,F,Fail,Fail,1
STD106534,Harsh Verma,BSc - Computer Science,85.3,53.0,1.3,40.0,F,Fail,Fail,1
STD106535,Pooja Naidu,BSc - Computer Science,83.6,70.2,1.8,45.0,F,Fail,Fail,1
STD106536,Anjali Naidu,BTech - Civil,58.0,90.5,2.3,80.0,F,Fail,Fail,1
STD106545,Diya Singh,BCA - Cyber Security,88.7,72.1,1.9,41.0,F,Fail,Fail,1
STD106555,Shreya Nair,BA - Economics,71.6,64.4,1.6,46.0,F,Fail,Fail,1
STD106561,Rahul Chopra,BCA - Software Engineering,75.9,60.9,0.0,42.0,F,Fail,Fail,1
STD106565,Vivaan Rao,BA - Economics,68.1,70.8,3.6,42.0,F,Fail,Fail,1
STD106576,Shreya Nair,BSc - Biology,56.0,84.5,2.5,98.0,F,Fail,Fail,1
STD106578,Varun Singh,BBA - Marketing,55.3,63.9,4.0,75.0,F,Fail,Fail,1
STD106579,Rahul Verma,BCA - Software Engineering,80.7,79.5,0.8,47.0,F,Fail,Fail,1
STD106581,Pooja Patel,BTech - CSE,57.8,95.2,0.5,68.0,F,Fail,Fail,1
STD106594,Neha Khan,BSc - Computer Science,66.9,77.5,3.3,47.0,F,Fail,Fail,1
STD106596,Raghav Das,BTech - Civil,58.7,75.9,3.6,98.0,F,Fail,Fail,1
STD106610,Sahil Reddy,BSc - Mathematics,53.6,78.2,3.3,93.0,F,Fail,Fail,1
STD106628,Vivaan Rathod,BSc - Mathematics,57.0,67.7,3.9,40.0,F,Fail,Fail,1
STD106630,Jahnavi Verma,BCA - Data Science,90.1,63.1,2.1,43.0,F,Fail,Fail,1
STD106641,Anjali Das,BSc - Mathematics,72.6,59.5,0.0,40.0,F,Fail,Fail,1
STD106642,Yash Rao,BTech - ECE,59.0,65.9,4.2,61.0,F,Fail,Fail,1
STD106645,Vikram Reddy,BTech - EEE,71.3,62.6,2.2,45.0,F,Fail,Fail,1
STD106650,Vivaan Singh,BA - English Literature,49.7,85.6,0.0,97.0,F,Fail,Fail,1
STD106655,Isha Mishra,BTech - IT,71.6,49.2,2.7,41.0,F,Fail,Fail,1
STD106663,Sana Verma,BBA - Finance,69.6,80.2,2.0,41.0,F,Fail,Fail,1
STD106679,Anjali Chopra,BTech - IT,86.0,42.0,2.9,42.0,F,Fail,Fail,1
STD106691,Rahul Verma,BTech - Civil,87.6,54.8,3.0,42.0,F,Fail,Fail,1
STD106694,Vikram Mishra,BSc - Biology,70.1,75.2,1.9,52.0,F,Fail,Fail,1
STD106695,Amit Nair,BTech - ECE,59.2,88.6,2.8,46.0,F,Fail,Fail,1
STD106706,Karthik Naidu,BSc - Computer Science,86.4,50.9,3.2,43.0,F,Fail,Fail,1
STD106717,Aarav Reddy,BTech - ECE,81.4,83.1,1.0,45.0,F,Fail,Fail,1
STD106718,Rohan Gupta,BTech - CSE,94.1,48.2,0.5,41.0,F,Fail,Fail,1
STD106722,Rohan Khan,BTech - EEE,83.6,69.4,4.6,42.0,F,Fail,Fail,1
STD106737,Sana Rao,BTech - CSE,82.2,64.0,0.9,41.0,F,Fail,Fail,1
STD106743,Pooja Patel,BTech - ECE,56.5,87.5,3.8,54.0,F,Fail,Fail,1
STD106750,Vivaan Rathod,BTech - Mechanical,80.2,73.6,1.0,40.0,F,Fail,Fail,1
STD106752,Amit Iyer,BTech - EEE,81.7,75.9,3.7,47.0,F,Fail,Fail,1
STD106766,Aarav Menon,BSc - Biology,81.0,79.8,5.3,47.0,F,Fail,Fail,1
STD106816,Amit Yadav,BTech - CSE,55.1,65.4,2.7,97.0,F,Fail,Fail,1
STD106820,Sanjay Yadav,BCA - Data Science,59.0,73.8,0.7,74.0,F,Fail,Fail,1
STD106822,Sneha Patel,BSc - Chemistry,57.5,71.6,0.4,97.0,F,Fail,Fail,1
STD106823,Jahnavi Patel,BBA - Marketing,58.0,62.1,2.7,65.0,F,Fail,Fail,1
STD106827,Priya Reddy,BCA - Software Engineering,71.8,65.2,3.0,46.0,F,Fail,Fail,1
STD106835,Vivaan Yadav,BCA - Data Science,82.5,96.2,4.0,47.0,F,Fail,Fail,1
STD106854,Ananya Gupta,BCA - Cyber Security,57.6,49.8,1.0,50.0,F,Fail,Fail,1
STD106855,Pooja Mishra,BA - English Literature,51.5,53.0,1.1,40.0,F,Fail,Fail,1
STD106856,Yash Khan,BCA - Cyber Security,70.1,68.5,2.6,45.0,F,Fail,Fail,1
STD106860,Sneha Reddy,BTech - IT,57.4,89.6,3.0,42.0,F,Fail,Fail,1
STD106861,Arjun Mishra,BBA - Finance,48.3,100.0,3.7,79.0,F,Fail,Fail,1
STD106869,Rahul Sharma,BTech - ECE,75.6,56.7,1.8,42.0,F,Fail,Fail,1
STD106870,Vikram Chopra,BSc - Physics,49.6,96.9,0.9,78.0,F,Fail,Fail,1
STD106871,Diya Shetty,BTech - ECE,56.2,56.4,4.0,81.0,F,Fail,Fail,1
STD106874,Rohan Yadav,BTech - IT,59.8,53.6,0.0,80.0,F,Fail,Fail,1
STD106876,Sneha Verma,BA - English Literature,57.8,86.3,2.3,97.0,F,Fail,Fail,1
STD106883,Shreya Gupta,BSc - Computer Science,99.3,75.1,0.5,44.0,F,Fail,Fail,1
STD106897,Ananya Rathod,BTech - EEE,54.2,95.0,1.0,91.0,F,Fail,Fail,1
STD106938,Aditya Bose,BTech - Mechanical,58.8,77.8,2.3,65.0,F,Fail,Fail,1
STD106991,Anjali Iyer,BTech - EEE,70.8,65.3,5.1,49.0,F,Fail,Fail,1
STD107007,Ritika Nair,BTech - ECE,78.2,58.3,0.9,47.0,F,Fail,Fail,1
STD107008,Pooja Jain,BTech - EEE,84.3,90.8,0.7,41.0,F,Fail,Fail,1
STD107011,Aarav Iyer,BSc - Mathematics,90.6,96.5,1.4,43.0,F,Fail,Fail,1
STD107014,Anjali Khan,BTech - Civil,58.2,77.4,4.0,64.0,F,Fail,Fail,1
STD107023,Amrita Menon,BA - Psychology,47.9,66.7,0.6,68.0,F,Fail,Fail,1
STD107048,Raghav Menon,BSc - Computer Science,69.9,61.5,2.9,50.0,F,Fail,Fail,1
STD107053,Isha Shetty,BSc - Mathematics,70.9,64.0,2.3,49.0,F,Fail,Fail,1
STD107059,Vikram Patel,BBA - Marketing,52.7,64.5,0.7,61.0,F,Fail,Fail,1
STD107069,Pooja Rao,BTech - ECE,56.8,71.7,2.2,66.0,F,Fail,Fail,1
STD107083,Meera Rathod,BBA - Finance,58.9,70.6,5.8,93.0,F,Fail,Fail,1
STD107086,Meera Das,BBA - Human Resource,73.4,62.0,2.6,44.0,F,Fail,Fail,1
STD107094,Meera Bose,BBA - Finance,50.5,75.6,1.9,93.0,F,Fail,Fail,1
STD107095,Ananya Shetty,BSc - Mathematics,65.8,100.0,3.2,40.0,F,Fail,Fail,1
STD107102,Harsh Mishra,BTech - EEE,65.4,65.6,1.1,43.0,F,Fail,Fail,1
STD107109,Vikram Mishra,BTech - IT,46.8,81.2,4.1,73.0,F,Fail,Fail,1
STD107112,Rohan Naidu,BSc - Physics,57.6,78.3,1.9,90.0,F,Fail,Fail,1
STD107113,Yash Iyer,BSc - Computer Science,53.3,74.8,2.0,80.0,F,Fail,Fail,1
STD107116,Rohan Mishra,BCA - Data Science,64.0,98.6,2.7,41.0,F,Fail,Fail,1
STD107119,Diya Jain,BBA - Finance,55.2,94.1,0.0,90.0,F,Fail,Fail,1
STD107120,Neha Khan,BTech - IT,100.0,73.7,2.3,44.0,F,Fail,Fail,1
STD107135,Aarav Iyer,BTech - CSE,58.7,63.3,0.0,91.0,F,Fail,Fail,1
STD107152,Shreya Rathod,BTech - CSE,68.8,54.8,3.1,48.0,F,Fail,Fail,1
STD107169,Sneha Reddy,BTech - ECE,61.6,84.9,3.5,46.0,F,Fail,Fail,1
STD107170,Jahnavi Verma,BBA - Human Resource,58.6,60.9,3.4,58.0,F,Fail,Fail,1
STD107174,Sneha Khan,BBA - Finance,71.9,64.6,0.9,49.0,F,Fail,Fail,1
STD107179,Jahnavi Patel,BTech - EEE,53.6,53.8,2.4,66.0,F,Fail,Fail,1
STD107188,Rohan Gupta,BTech - Mechanical,74.5,32.4,3.9,48.0,F,Fail,Fail,1
STD107216,Rahul Patel,BTech - ECE,69.6,71.4,0.3,45.0,F,Fail,Fail,1
STD107221,Amit Yadav,BA - English Literature,68.3,72.9,2.0,42.0,F,Fail,Fail,1
STD107241,Rohan Naidu,BTech - CSE,87.8,62.2,3.5,43.0,F,Fail,Fail,1
STD107245,Jahnavi Iyer,BTech - Mechanical,55.6,54.6,0.4,99.0,F,Fail,Fail,1
STD107254,Amrita Bose,BSc - Biology,72.4,92.0,2.5,45.0,F,Fail,Fail,1
STD107261,Sahil Das,BA - Economics,58.4,72.6,4.3,88.0,F,Fail,Fail,1
STD107263,Raghav Chopra,BCA - Cyber Security,52.9,86.0,3.6,41.0,F,Fail,Fail,1
STD107266,Priya Reddy,BSc - Chemistry,76.7,96.8,2.6,46.0,F,Fail,Fail,1
STD107280,Sahil Singh,BTech - IT,50.1,68.8,2.2,91.0,F,Fail,Fail,1
STD107295,Rahul Menon,BTech - Mechanical,82.9,71.2,1.8,42.0,F,Fail,Fail,1
STD107298,Karthik Gupta,BSc - Biology,65.6,71.5,1.5,42.0,F,Fail,Fail,1
STD107302,Karthik Gupta,BBA - Finance,75.7,68.8,2.9,42.0,F,Fail,Fail,1
STD107311,Isha Sharma,BTech - IT,64.2,61.4,2.8,47.0,F,Fail,Fail,1
STD107312,Diya Patel,BTech - IT,54.7,68.2,1.0,60.0,F,Fail,Fail,1
STD107313,Neha Rathod,BSc - Computer Science,58.2,100.0,1.2,43.0,F,Fail,Fail,1
STD107315,Jahnavi Patel,BA - Psychology,80.4,70.6,2.9,47.0,F,Fail,Fail,1
STD107320,Kiran Reddy,BTech - EEE,59.4,84.3,1.5,79.0,F,Fail,Fail,1
STD107323,Vikram Singh,BSc - Chemistry,79.6,97.4,1.4,43.0,F,Fail,Fail,1
STD107324,Sana Singh,BTech - EEE,68.2,79.3,1.1,52.0,F,Fail,Fail,1
STD107333,Neha Singh,BSc - Chemistry,88.0,82.4,2.2,40.0,F,Fail,Fail,1
STD107342,Raghav Singh,BA - Economics,74.2,73.6,1.4,47.0,F,Fail,Fail,1
STD107345,Vivaan Verma,BTech - IT,56.2,77.1,1.8,78.0,F,Fail,Fail,1
STD107368,Harsh Khan,BSc - Computer Science,81.7,79.1,2.6,46.0,F,Fail,Fail,1
STD107376,Karthik Sharma,BTech - CSE,57.3,47.7,0.5,53.0,F,Fail,Fail,1
STD107383,Sana Gupta,BTech - Civil,50.9,66.1,2.4,65.0,F,Fail,Fail,1
STD107388,Isha Sharma,BTech - IT,87.6,86.2,0.0,40.0,F,Fail,Fail,1
STD107391,Kiran Jain,BBA - Human Resource,76.4,71.2,3.3,47.0,F,Fail,Fail,1
STD107409,Kiran Patel,BSc - Physics,99.9,68.2,3.2,42.0,F,Fail,Fail,1
STD107423,Yash Das,BSc - Biology,98.1,72.8,5.6,44.0,F,Fail,Fail,1
STD107446,Rahul Khan,BA - Psychology,72.2,90.1,2.6,47.0,F,Fail,Fail,1
STD107450,Pooja Das,BCA - Software Engineering,78.2,96.8,1.7,46.0,F,Fail,Fail,1
STD107456,Meera Verma,BSc - Physics,88.9,82.2,3.9,40.0,F,Fail,Fail,1
STD107463,Arjun Rathod,BTech - ECE,60.8,76.1,1.1,47.0,F,Fail,Fail,1
STD107486,Vivaan Sharma,BCA - Cyber Security,62.1,75.7,3.2,52.0,F,Fail,Fail,1
STD107501,Arjun Menon,BTech - CSE,71.1,59.3,1.8,52.0,F,Fail,Fail,1
STD107509,Anjali Rao,BSc - Mathematics,59.7,65.5,2.1,65.0,F,Fail,Fail,1
STD107514,Diya Patel,BTech - IT,48.7,87.8,0.6,83.0,F,Fail,Fail,1
STD107516,Yash Gupta,BTech - Mechanical,54.6,69.4,1.4,61.0,F,Fail,Fail,1
STD107517,Priya Reddy,BTech - EEE,96.6,72.0,2.9,41.0,F,Fail,Fail,1
STD107518,Vivaan Singh,BSc - Computer Science,55.2,67.2,2.1,57.0,F,Fail,Fail,1
STD107519,Anjali Sharma,BTech - Civil,59.4,75.6,2.2,52.0,F,Fail,Fail,1
STD107523,Amrita Khan,BTech - CSE,58.0,88.0,3.7,99.0,F,Fail,Fail,1
STD107525,Shreya Singh,BSc - Biology,70.8,48.6,3.4,46.0,F,Fail,Fail,1
STD107532,Arjun Rathod,BTech - Civil,77.0,55.4,2.2,41.0,F,Fail,Fail,1
STD107533,Meera Shetty,BTech - IT,58.6,49.2,2.4,91.0,F,Fail,Fail,1
STD107546,Ananya Shetty,BTech - IT,78.9,88.9,0.0,48.0,F,Fail,Fail,1
STD107555,Priya Rao,BTech - Civil,58.5,70.3,3.8,83.0,F,Fail,Fail,1
STD107563,Anjali Khan,BTech - EEE,90.4,72.3,2.2,44.0,F,Fail,Fail,1
STD107565,Kiran Menon,BTech - IT,99.7,47.8,3.8,41.0,F,Fail,Fail,1
STD107568,Vikram Chopra,BTech - IT,88.6,51.3,3.1,44.0,F,Fail,Fail,1
STD107587,Sanjay Menon,BSc - Mathematics,64.2,62.2,2.2,44.0,F,Fail,Fail,1
STD107600,Raghav Reddy,BCA - Data Science,58.8,59.5,3.7,52.0,F,Fail,Fail,1
STD107628,Rohan Shetty,BBA - Finance,96.8,100.0,2.8,40.0,F,Fail,Fail,1
STD107640,Ananya Iyer,BCA - Data Science,63.2,64.3,2.9,54.0,F,Fail,Fail,1
STD107646,Pooja Shetty,BTech - Civil,58.7,64.5,3.4,75.0,F,Fail,Fail,1
STD107647,Varun Jain,BCA - Software Engineering,77.1,87.0,2.5,49.0,F,Fail,Fail,1
STD107648,Isha Menon,BCA - Software Engineering,78.3,72.0,1.5,47.0,F,Fail,Fail,1
STD107667,Kiran Chopra,BCA - Data Science,58.8,70.5,1.0,74.0,F,Fail,Fail,1
STD107670,Shreya Yadav,BTech - Mechanical,58.1,78.3,1.4,62.0,F,Fail,Fail,1
STD107679,Kiran Yadav,BTech - CSE,79.8,57.9,2.3,46.0,F,Fail,Fail,1
STD107690,Ritika Rathod,BSc - Biology,52.7,49.2,0.0,84.0,F,Fail,Fail,1
STD107704,Harsh Naidu,BSc - Mathematics,76.7,76.1,1.1,42.0,F,Fail,Fail,1
STD107706,Rahul Menon,BCA - Data Science,58.9,55.6,2.6,61.0,F,Fail,Fail,1
STD107719,Raghav Rathod,BTech - EEE,57.0,48.7,3.5,42.0,F,Fail,Fail,1
STD107731,Kiran Chopra,BSc - Computer Science,55.6,73.1,1.6,71.0,F,Fail,Fail,1
STD107734,Harsh Naidu,BTech - ECE,58.3,43.5,3.3,65.0,F,Fail,Fail,1
STD107747,Varun Shetty,BTech - ECE,53.7,75.1,2.1,51.0,F,Fail,Fail,1
STD107748,Rahul Jain,BA - English Literature,95.2,65.8,2.4,44.0,F,Fail,Fail,1
STD107759,Jahnavi Verma,BCA - Cyber Security,53.7,78.0,4.2,72.0,F,Fail,Fail,1
STD107763,Vikram Naidu,BCA - Cyber Security,51.1,60.9,0.0,83.0,F,Fail,Fail,1
STD107773,Aarav Menon,BA - Economics,56.2,79.5,3.4,52.0,F,Fail,Fail,1
STD107781,Diya Jain,BBA - Finance,71.5,94.0,0.0,47.0,F,Fail,Fail,1
STD107786,Shreya Khan,BTech - ECE,59.6,80.3,2.0,40.0,F,Fail,Fail,1
STD107836,Amrita Nair,BSc - Computer Science,82.1,97.8,2.1,47.0,F,Fail,Fail,1
